Hostel_ID,Month,Season,Hostel_Rooms,Occupied_Rooms,Occupancy_Percentage,Students,Building_Age_Years,Floors,Hostel_Area_sqft,Mess_Area_sqft,Daily_Mess_Attendance,Breakfast_Meals,Lunch_Meals,Dinner_Meals,Kitchen_Equipment,AC_Units,Fans,Lights,Computers,WiFi_Access_Points,Washing_Machines,Water_Pumps,Solar_Panels,Solar_Generation_kWh,Outdoor_Temperature_C,Humidity_Percentage,Water_Consumption_Liters,Generator_Hours,Power_Outage_Hours,Peak_Load_kW,Electricity_Tariff_RsPerkWh,Urban,Monthly_Electricity_kWh,Monthly_Electricity_Bill_Rs
H02900,Jun,Monsoon,251,149,59.36,447,19,7,55220,10104,432,432,421,419,25,10,471,753,57,10,23,4,1,2688,26.9,75.2,82695,6.5,7.2,50.36,7.25,0,12864,93264.0
H02901,Jun,Monsoon,185,175,94.59,175,30,3,43105,6858,147,147,142,140,35,21,196,1110,64,20,25,2,1,1628,24.2,94.5,33075,1.0,1.3,53.91,9.4,0,12103,113768.2
H02902,Jul,Monsoon,244,165,67.62,660,13,7,46360,9771,613,613,583,603,11,29,705,732,29,13,14,6,0,0,27.7,83.1,83820,4.2,6.8,84.65,7.34,0,17611,129264.74
H02903,Oct,Autumn,221,183,82.81,549,16,2,55029,11294,490,490,468,486,13,5,589,1105,77,10,5,3,1,2566,24.4,52.8,65880,2.6,3.5,43.11,8.29,0,11807,97880.03
H02904,Jun,Monsoon,279,262,93.91,524,14,4,61659,10495,449,449,425,436,20,8,603,1674,36,5,8,6,0,0,29.8,90.8,99036,3.2,4.0,37.19,7.41,1,14899,110401.59
H02905,Feb,Winter,336,298,88.69,596,26,8,64176,10951,497,497,485,475,31,33,666,2016,20,12,26,1,0,0,20.6,51.8,128736,5.9,8.1,86.54,9.53,1,21350,203465.5
H02906,Oct,Autumn,231,165,71.43,660,11,4,50127,10693,633,633,631,622,20,20,704,1386,11,6,14,8,1,477,28.6,60.1,102300,2.6,3.8,65.63,8.69,1,17039,148068.91
H02907,Aug,Monsoon,128,95,74.22,95,13,7,24320,4429,85,85,80,84,23,17,162,512,37,9,16,1,0,0,28.5,93.8,16720,1.3,2.7,48.59,8.58,1,8840,75847.2
H02908,Feb,Winter,168,148,88.1,296,20,3,34608,6496,285,285,271,276,29,12,347,672,73,5,14,5,1,493,21.4,46.2,35520,2.7,5.2,43.38,7.2,0,11082,79790.4
H02909,Jun,Monsoon,347,341,98.27,682,13,3,83280,13155,661,661,628,634,36,30,713,1041,52,3,8,7,0,0,25.0,73.3,116622,6.9,9.8,93.7,9.52,1,21207,201890.64
H02910,Oct,Autumn,343,339,98.83,1356,34,6,79576,14105,1186,1186,1160,1180,13,27,1414,1029,18,20,17,5,1,3176,26.7,56.3,207468,5.9,7.1,93.73,8.06,1,24679,198912.74
H02911,Oct,Autumn,236,219,92.8,876,11,6,49324,8796,794,794,786,784,23,20,907,944,24,20,10,3,0,0,25.2,54.6,113004,7.0,9.9,75.1,8.07,0,18767,151449.69
H02912,Oct,Autumn,336,209,62.2,209,16,5,74928,10798,179,179,175,172,12,1,229,1008,66,7,7,7,1,2343,30.1,47.5,45353,10.4,11.0,23.64,9.25,0,9452,87431.0
H02913,Jan,Winter,176,160,90.91,480,25,6,40656,6552,453,453,452,442,18,0,519,528,56,4,3,2,0,0,27.1,52.3,66240,4.8,6.8,25.79,7.99,1,9885,78981.15
H02914,May,Summer,296,200,67.57,600,12,8,54760,8428,585,585,581,576,29,40,651,888,53,7,6,6,0,0,32.6,37.8,92400,2.8,3.7,97.9,9.25,1,20855,192908.75
H02915,Oct,Autumn,169,162,95.86,648,17,5,35997,5053,573,573,543,570,29,20,700,676,76,16,17,1,1,364,29.0,56.1,81648,4.3,4.7,74.59,10.01,0,16375,163913.75
H02916,Jul,Monsoon,190,135,71.05,540,17,3,34390,6090,481,481,455,458,18,20,597,950,7,18,19,2,0,0,28.0,91.0,113400,5.9,6.4,59.28,8.42,0,14949,125870.58
H02917,Mar,Summer,137,101,73.72,202,25,2,30140,5661,196,196,195,187,35,4,240,822,51,10,19,8,0,0,37.7,57.8,36764,8.9,10.6,18.49,6.81,1,9491,64633.71
H02918,Feb,Winter,234,218,93.16,436,14,7,58500,8346,395,395,377,392,29,15,512,702,17,18,29,5,1,2713,26.3,62.4,80224,0.4,2.1,49.21,10.11,0,12640,127790.4
H02919,Mar,Summer,394,294,74.62,294,4,8,80770,14511,254,254,238,251,14,17,341,1182,22,6,24,2,1,2579,31.6,54.4,41454,6.5,8.7,57.3,9.44,0,13984,132008.96
H02920,Feb,Winter,87,85,97.7,340,25,6,16530,2544,328,328,310,313,30,9,392,348,15,14,3,7,0,0,22.3,57.8,74800,0.0,0.1,41.63,9.25,0,9259,85645.75
H02921,Nov,Autumn,400,281,70.25,1124,27,7,90400,17690,947,947,936,920,29,42,1169,1600,12,12,20,2,0,0,22.1,62.1,151740,10.1,10.5,121.86,6.9,0,28500,196650.0
H02922,Jan,Winter,112,108,96.43,108,15,2,20272,3903,105,105,101,100,20,14,142,448,77,13,12,6,1,719,22.1,59.9,18792,10.6,11.9,43.2,6.53,1,8567,55942.51
H02923,Feb,Winter,208,187,89.9,187,28,7,46592,8781,172,172,169,166,27,28,236,624,49,18,5,2,0,0,27.4,49.3,38335,0.0,0.4,71.31,9.0,1,12625,113625.0
H02924,Apr,Summer,296,186,62.84,372,29,3,59792,8445,338,338,318,323,31,18,393,888,68,4,25,7,1,1876,36.4,35.7,60636,2.9,5.2,60.06,10.14,1,14518,147212.52
H02925,Feb,Winter,139,128,92.09,512,27,4,34055,6019,426,426,421,419,13,14,559,556,48,12,10,3,0,0,22.2,64.3,79872,9.5,10.4,44.39,7.44,1,12104,90053.76
H02926,Sep,Monsoon,377,250,66.31,500,23,2,78039,11119,471,471,455,453,23,52,546,1131,67,9,21,1,1,1675,30.3,89.2,81000,0.0,0.1,123.09,8.05,0,22044,177454.2
H02927,Jun,Monsoon,217,190,87.56,570,8,8,54033,10353,468,468,450,462,36,6,597,1302,46,7,19,5,1,2503,26.5,77.7,115140,0.0,1.5,39.92,8.23,1,13203,108660.69
H02928,Apr,Summer,235,168,71.49,336,30,2,50055,10160,319,319,305,315,32,0,385,705,24,13,20,5,1,1609,38.7,40.1,53424,3.7,6.4,27.88,8.88,0,9993,88737.84
H02929,Oct,Autumn,359,242,67.41,726,8,7,67851,10113,619,619,596,589,24,11,797,1436,58,10,12,7,1,1405,24.9,62.0,153912,6.4,8.7,59.43,8.83,0,17863,157730.29
H02930,Sep,Monsoon,299,195,65.22,585,34,3,68471,12217,496,496,482,483,38,23,661,1495,21,19,9,1,0,0,24.7,92.8,121095,9.7,10.0,65.79,10.47,1,18592,194658.24
H02931,Oct,Autumn,347,305,87.9,1220,5,2,86056,12697,1126,1126,1096,1103,16,26,1243,1388,38,12,16,4,0,0,25.8,53.8,224480,0.0,1.3,91.57,6.67,1,24776,165255.92
H02932,Feb,Winter,335,322,96.12,1288,15,5,76715,16811,1131,1131,1072,1093,37,43,1358,1675,66,6,13,6,0,0,25.8,42.7,276920,1.8,1.9,122.76,8.73,1,29685,259150.05
H02933,Aug,Monsoon,72,57,79.17,57,12,3,15048,2709,55,55,53,53,31,7,89,360,29,8,4,3,0,0,28.0,76.1,12426,9.1,11.8,21.76,7.32,0,6079,44498.28
H02934,Jul,Monsoon,149,138,92.62,552,13,2,32184,4984,479,479,457,472,18,8,598,447,16,14,12,4,0,0,29.2,72.1,77832,1.6,1.7,38.27,6.84,1,11620,79480.8
H02935,Mar,Summer,133,77,57.89,231,26,6,29526,4811,215,215,204,211,35,15,262,532,64,14,23,6,0,0,39.8,52.5,44583,2.4,2.9,56.36,7.22,0,11353,81968.66
H02936,Mar,Summer,304,295,97.04,295,23,5,58672,11020,270,270,258,267,38,8,354,1824,26,11,27,5,0,0,39.4,51.5,58410,7.4,7.7,30.88,8.64,1,14644,126524.16
H02937,Oct,Autumn,188,104,55.32,312,23,6,46060,8350,287,287,270,283,12,19,347,752,18,7,3,3,1,3339,22.7,65.1,67080,6.5,8.6,53.32,9.83,0,9980,98103.4
H02938,Nov,Autumn,121,121,100.0,242,34,4,28919,4454,217,217,214,212,23,1,319,726,57,16,18,6,1,1572,22.6,47.8,35090,1.4,2.9,32.38,9.78,1,7594,74269.32
H02939,Nov,Autumn,193,182,94.3,364,14,6,35512,5167,320,320,302,315,13,13,396,772,23,13,7,1,1,786,27.4,64.8,44044,5.6,7.2,50.32,6.78,0,11176,75773.28
H02940,Mar,Summer,68,68,100.0,136,11,3,16660,3509,132,132,124,129,32,1,208,340,45,19,19,8,1,2245,37.5,58.1,28832,8.8,11.2,14.11,9.2,0,6365,58558.0
H02941,Mar,Summer,154,140,90.91,420,25,8,34188,7274,371,371,350,357,17,2,496,924,56,6,9,6,1,2708,41.4,57.0,57120,4.0,4.2,33.22,9.42,1,9949,93719.58
H02942,Jul,Monsoon,98,77,78.57,77,28,5,22834,3252,70,70,67,68,37,7,104,392,16,6,25,4,0,0,27.0,73.1,11011,1.1,1.5,34.24,8.39,1,6978,58545.42
H02943,Nov,Autumn,111,75,67.57,150,11,6,26862,5505,135,135,133,133,25,9,170,666,21,9,4,6,1,2514,28.2,46.0,20250,5.2,6.9,29.83,7.61,1,6765,51481.65
H02944,Jan,Winter,232,216,93.1,648,8,7,45240,9070,557,557,554,554,17,20,685,696,42,11,9,3,0,0,24.5,54.8,105624,7.1,8.8,69.34,10.17,0,16176,164509.92
H02945,May,Summer,120,87,72.5,261,8,5,26400,4425,237,237,227,231,35,10,331,600,23,3,27,4,0,0,40.0,58.2,51939,5.3,5.3,33.67,9.36,0,10656,99740.16
H02946,Feb,Winter,247,212,85.83,212,25,6,59527,11355,198,198,194,190,10,4,260,988,22,9,27,6,0,0,22.8,46.7,29680,3.6,5.7,32.81,8.97,1,9656,86614.32
H02947,Dec,Winter,239,161,67.36,644,29,8,49712,7533,556,556,546,551,12,21,675,1195,8,9,7,8,0,0,20.1,50.7,86296,6.6,9.2,69.61,8.91,1,16723,149001.93
H02948,Nov,Autumn,360,240,66.67,240,18,2,73440,14022,199,199,196,192,35,4,300,1440,20,19,14,6,0,0,31.5,50.5,32160,2.9,3.0,30.24,6.91,1,12734,87991.94
H02949,Jul,Monsoon,223,125,56.05,250,27,8,47499,9717,205,205,203,204,9,25,317,1338,46,14,22,1,0,0,24.1,75.7,43750,7.4,9.1,56.97,9.03,0,14185,128090.55
H02950,Mar,Summer,211,192,91.0,576,35,7,50640,9599,472,472,446,467,10,19,651,1266,70,5,28,7,1,3026,36.8,44.0,122112,5.6,7.8,70.4,7.59,1,15578,118237.02
H02951,Oct,Autumn,68,47,69.12,141,13,2,12648,2735,121,121,117,116,14,9,184,340,79,12,18,7,0,0,29.8,68.3,17343,9.7,11.3,29.18,8.42,1,7837,65987.54
H02952,Aug,Monsoon,112,102,91.07,204,5,8,23968,4315,195,195,184,189,29,14,275,672,52,18,17,8,0,0,24.3,87.0,40188,9.5,10.1,38.81,7.21,1,11085,79922.85
H02953,Dec,Winter,348,233,66.95,932,6,5,64380,11587,892,892,891,877,20,3,955,2088,45,14,22,3,0,0,27.2,45.0,129548,9.2,11.6,53.73,7.66,0,19910,152510.6
H02954,Jul,Monsoon,333,261,78.38,261,14,8,60939,10273,246,246,235,235,21,8,297,1332,25,4,8,1,1,883,24.0,71.9,45414,11.6,12.0,30.41,8.27,1,11814,97701.78
H02955,Sep,Monsoon,161,134,83.23,402,20,6,36386,6263,359,359,358,357,14,8,481,966,14,20,28,6,0,0,25.3,79.3,76782,0.1,1.3,39.32,9.17,1,11178,102502.26
H02956,Jan,Winter,291,213,73.2,852,23,6,64020,10208,778,778,774,748,31,36,922,1746,67,16,19,1,0,0,19.7,50.2,131208,7.0,9.4,107.84,8.43,0,24340,205186.2
H02957,Mar,Summer,317,284,89.59,568,28,2,69740,14915,554,554,544,547,19,37,641,1268,5,12,22,3,1,1053,34.7,38.7,108488,3.8,4.8,93.42,6.89,0,19577,134885.53
H02958,Sep,Monsoon,134,109,81.34,218,25,7,27872,5967,181,181,180,180,10,19,244,402,33,12,27,1,1,3253,29.3,78.2,38368,4.3,5.6,53.81,7.03,1,9069,63755.07
H02959,Nov,Autumn,377,301,79.84,903,4,6,88595,13830,762,762,761,731,30,3,968,1131,67,15,8,3,1,966,28.1,55.6,137256,5.1,7.1,46.39,8.79,1,17739,155925.81
H02960,Apr,Summer,219,126,57.53,126,33,8,46647,8543,112,112,110,108,25,26,167,1095,43,7,23,7,1,1534,38.4,58.9,26838,0.0,0.8,53.07,9.95,0,12797,127330.15
H02961,Oct,Autumn,191,116,60.73,232,17,2,45267,8868,207,207,194,197,26,16,288,573,63,20,20,8,0,0,25.0,46.5,32944,0.0,1.2,48.17,9.34,1,11597,108315.98
H02962,Nov,Autumn,128,97,75.78,291,15,5,24192,4911,278,278,267,277,25,9,318,768,70,13,11,7,1,3074,26.9,61.3,46560,6.9,8.6,29.71,8.29,0,9493,78696.97
H02963,Apr,Summer,244,206,84.43,618,32,5,46848,10226,599,599,583,584,31,5,687,1464,55,13,9,4,1,2305,32.1,59.3,135342,8.5,9.5,42.43,7.09,1,14640,103797.6
H02964,Jul,Monsoon,268,264,98.51,1056,3,8,50384,10307,982,982,937,965,28,34,1096,1608,68,10,26,3,0,0,28.7,79.8,145728,0.3,2.4,112.17,9.47,0,24924,236030.28
H02965,Jan,Winter,239,164,68.62,492,6,6,59033,11135,451,451,450,445,28,17,521,717,69,4,9,2,1,2918,26.3,49.4,106272,9.6,11.0,64.68,10.17,1,13690,139227.3
H02966,Dec,Winter,174,122,70.11,244,34,6,41586,6737,236,236,225,231,39,5,281,870,74,11,19,2,0,0,24.4,64.4,33672,5.5,5.8,34.78,10.36,1,10622,110043.92
H02967,Jan,Winter,372,333,89.52,999,4,8,81096,12285,840,840,823,811,11,22,1021,1116,79,7,22,7,0,0,24.9,59.5,200799,10.7,11.2,77.43,8.01,0,22603,181050.03
H02968,Jan,Winter,182,100,54.95,200,7,4,34034,6040,173,173,164,167,25,22,234,546,8,17,22,2,1,1277,20.0,59.0,32600,4.3,4.5,63.02,7.79,0,11148,86842.92
H02969,Apr,Summer,123,69,56.1,69,20,2,24969,5086,59,59,56,58,15,2,118,369,35,17,24,4,1,1512,35.5,42.2,10833,0.8,2.3,27.18,6.91,1,5172,35738.52
H02970,Apr,Summer,294,281,95.58,562,19,4,64386,10541,489,489,464,484,30,22,622,1470,52,15,4,3,0,0,38.7,51.0,71936,0.0,1.8,76.43,8.86,1,17885,158461.1
H02971,Jan,Winter,345,225,65.22,450,23,4,71070,10667,408,408,407,399,30,11,473,2070,80,8,30,4,1,2043,20.0,48.7,89100,0.0,0.2,50.12,9.93,1,15873,157618.89
H02972,Jul,Monsoon,345,225,65.22,900,28,3,74175,10768,799,799,754,778,27,44,977,1725,74,3,20,7,0,0,32.7,87.8,137700,0.0,2.7,113.31,6.67,0,26710,178155.7
H02973,Jul,Monsoon,270,234,86.67,702,27,7,59670,11907,596,596,594,570,32,26,758,810,28,15,14,4,1,1387,25.5,91.7,101790,3.8,5.7,80.64,9.53,0,18643,177667.79
H02974,Aug,Monsoon,313,308,98.4,616,15,8,61035,11130,526,526,516,514,8,42,666,939,63,16,13,1,1,1816,24.3,86.8,101024,3.6,5.8,98.14,6.78,0,19816,134352.48
H02975,Sep,Monsoon,313,215,68.69,645,12,7,69486,13200,599,599,586,572,22,12,706,1252,22,17,9,7,0,0,27.3,83.0,112875,5.6,5.6,53.04,6.8,1,16457,111907.6
H02976,Nov,Autumn,390,231,59.23,462,27,4,76440,15569,401,401,376,397,25,27,506,2340,54,19,26,8,0,0,29.8,49.3,65142,1.2,2.5,79.79,7.91,0,21048,166489.68
H02977,Jul,Monsoon,307,213,69.38,852,9,3,76443,13067,814,814,780,782,17,33,873,1228,41,3,27,5,0,0,24.5,78.9,115872,5.8,7.2,89.44,7.44,1,22023,163851.12
H02978,Dec,Winter,393,329,83.72,987,34,4,75849,11093,844,844,836,836,31,56,1011,1179,25,15,21,2,1,694,20.6,41.8,209244,0.0,1.7,138.44,8.06,1,28026,225889.56
H02979,Feb,Winter,367,345,94.01,1035,33,7,72299,13885,890,890,860,863,20,1,1069,1101,31,18,21,6,0,0,26.8,61.9,216315,5.9,8.8,55.09,10.39,1,18961,197004.79
H02980,Jul,Monsoon,143,135,94.41,405,32,3,28457,4956,366,366,345,356,13,1,477,429,28,12,28,7,1,2656,25.2,81.3,83430,1.8,2.6,34.18,7.77,1,8316,64615.32
H02981,Jul,Monsoon,94,82,87.23,328,13,7,20304,3469,307,307,293,306,32,1,358,470,38,16,11,1,0,0,30.2,80.8,60680,4.4,4.6,21.42,8.59,1,8023,68917.57
H02982,Aug,Monsoon,169,155,91.72,155,17,3,40898,8302,146,146,145,143,36,3,199,1014,61,10,12,1,0,0,31.7,79.2,29605,0.8,2.9,16.83,6.96,0,8606,59897.76
H02983,Feb,Winter,230,138,60.0,552,35,7,42780,8355,524,524,510,502,26,13,582,690,77,16,19,5,0,0,23.4,61.3,112608,6.2,8.6,48.28,9.88,1,14662,144860.56
H02984,Aug,Monsoon,328,219,66.77,438,20,5,81344,12508,425,425,405,421,25,27,476,984,55,7,27,7,0,0,32.0,94.7,52560,0.0,2.1,73.39,7.44,0,17754,132089.76
H02985,Dec,Winter,373,298,79.89,298,23,2,68632,12220,273,273,269,265,19,23,353,1492,74,8,19,7,0,0,22.2,45.2,38740,2.6,4.8,70.26,7.72,1,16259,125519.48
H02986,Aug,Monsoon,319,234,73.35,702,34,5,61248,11444,653,653,642,627,15,11,776,1276,33,4,26,4,0,0,27.0,71.2,138996,8.6,10.0,54.53,8.57,1,17531,150240.67
H02987,Oct,Autumn,239,142,59.41,426,30,2,49234,8454,351,351,340,334,34,22,492,956,39,11,8,2,0,0,23.1,50.3,57510,8.2,9.2,74.72,6.54,0,15566,101801.64
H02988,Sep,Monsoon,161,108,67.08,216,35,5,36225,7569,205,205,202,196,18,19,288,805,19,9,19,2,0,0,30.1,84.7,27432,4.7,7.4,57.46,6.79,1,11384,77297.36
H02989,May,Summer,146,109,74.66,218,3,6,26718,4316,207,207,194,199,17,18,251,730,68,8,17,1,1,2527,40.8,38.9,44908,3.4,6.2,46.44,10.02,1,10344,103646.88
H02990,Mar,Summer,155,149,96.13,298,28,2,28210,5086,272,272,270,262,27,13,369,620,11,12,27,8,0,0,41.7,42.7,54534,0.0,0.2,46.87,8.19,1,11454,93808.26
H02991,Jan,Winter,82,75,91.46,150,33,3,19598,3497,126,126,120,124,25,5,174,328,60,7,9,2,0,0,26.6,45.8,26700,8.8,9.9,21.4,8.64,1,6822,58942.08
H02992,Oct,Autumn,339,190,56.05,380,22,4,72207,14915,332,332,322,318,11,29,433,2034,62,8,28,3,1,755,31.9,54.2,53200,2.4,5.3,77.89,10.38,0,17943,186248.34
H02993,Oct,Autumn,90,84,93.33,336,29,8,18000,2850,301,301,300,287,11,2,386,540,35,15,23,4,0,0,29.7,52.2,46704,2.2,3.5,21.32,9.05,0,8037,72734.85
H02994,Apr,Summer,397,339,85.39,678,6,6,87340,14911,654,654,617,639,11,47,752,1191,27,15,3,2,1,934,41.4,35.9,118650,6.6,8.8,111.1,9.85,1,23277,229278.45
H02995,Jan,Winter,146,109,74.66,327,8,5,27448,4556,305,305,300,300,15,6,403,438,28,15,23,4,0,0,18.3,59.3,47088,7.0,7.7,43.15,8.44,0,9348,78897.12
H02996,Nov,Autumn,111,80,72.07,240,7,7,21978,4072,227,227,224,224,33,10,288,666,10,19,29,2,1,2050,29.0,64.6,40800,0.5,1.1,33.65,8.71,0,9223,80332.33
H02997,Dec,Winter,220,203,92.27,609,2,7,42900,7506,522,522,492,508,23,31,648,880,69,10,29,8,1,2726,18.9,62.9,99876,3.3,5.6,86.25,8.47,1,17839,151096.33
H02998,May,Summer,117,74,63.25,74,33,3,24804,4129,63,63,62,59,37,7,133,468,55,20,15,5,0,0,39.4,53.6,13912,4.8,5.5,36.92,6.61,0,8093,53494.73
H02999,Jan,Winter,140,139,99.29,278,35,6,31360,5414,249,249,242,243,12,10,340,840,64,15,20,4,1,1932,19.2,59.8,39754,8.4,9.9,39.13,6.52,1,9804,63922.08
H03000,Jun,Monsoon,91,77,84.62,154,16,8,22659,4088,149,149,147,141,28,3,219,273,63,13,26,8,1,3290,28.0,84.7,26334,0.2,2.8,18.51,8.65,0,5689,49209.85
H03001,Dec,Winter,210,188,89.52,564,29,7,41580,7505,514,514,508,508,13,19,593,1260,75,18,26,7,1,573,22.2,52.7,87984,7.1,10.0,71.42,9.67,0,16297,157591.99
H03002,Jan,Winter,154,118,76.62,236,15,5,28798,6254,221,221,218,214,27,22,316,770,61,6,4,6,1,2021,25.1,58.4,50032,9.5,9.9,61.99,8.33,0,12186,101509.38
H03003,Feb,Winter,307,192,62.54,192,5,7,69075,10062,175,175,169,169,15,41,239,1535,33,20,21,6,0,0,27.5,64.3,36864,8.1,8.9,88.0,6.59,1,17802,117315.18
H03004,Sep,Monsoon,319,203,63.64,406,34,5,62843,9253,353,353,332,339,19,44,462,1276,46,12,30,3,1,3230,28.8,86.0,56840,2.5,3.5,103.31,6.61,1,18914,125021.54
H03005,Dec,Winter,86,62,72.09,186,32,5,20726,3355,167,167,162,158,13,3,241,258,70,17,9,6,1,1441,26.0,42.1,29202,0.0,0.7,32.22,9.17,0,5809,53268.53
H03006,Aug,Monsoon,210,148,70.48,148,22,2,41160,8354,136,136,129,133,38,9,186,840,34,7,26,1,0,0,31.4,79.7,22052,4.3,4.8,34.39,9.62,1,10593,101904.66
H03007,Dec,Winter,270,173,64.07,346,33,2,61830,9222,324,324,311,314,31,25,366,1080,20,9,28,8,1,3366,21.0,44.9,71276,4.5,7.0,71.44,9.3,0,15037,139844.1
H03008,Mar,Summer,251,206,82.07,824,24,5,50451,8951,806,806,778,799,25,33,899,1255,6,4,30,2,0,0,41.4,55.0,180456,3.2,5.2,99.86,6.62,1,22165,146732.3
H03009,Oct,Autumn,156,85,54.49,170,28,3,35724,5223,163,163,162,156,30,4,195,624,20,15,20,7,0,0,28.0,64.3,25330,0.0,0.7,28.79,9.91,0,8225,81509.75
H03010,Nov,Autumn,295,283,95.93,849,28,5,66375,13640,699,699,657,694,37,21,880,1475,53,9,21,7,1,2587,23.9,63.5,137538,2.3,2.6,74.5,8.58,0,20058,172097.64
H03011,Aug,Monsoon,102,95,93.14,190,23,6,19074,3407,159,159,149,154,25,0,237,408,31,8,25,2,1,2294,25.7,91.7,22990,8.9,9.3,12.81,9.58,0,6004,57518.32
H03012,May,Summer,151,148,98.01,592,35,2,31257,5105,554,554,540,540,26,9,613,453,5,19,19,3,0,0,36.5,38.3,113664,2.0,3.6,39.99,6.81,1,12444,84743.64
H03013,Mar,Summer,287,217,75.61,217,18,6,54530,11127,178,178,172,172,21,17,268,1435,18,10,27,2,0,0,34.7,58.3,45570,1.9,3.4,40.88,8.92,1,13467,120125.64
H03014,Aug,Monsoon,101,98,97.03,196,6,6,22018,3164,184,184,177,178,19,6,253,303,22,3,15,4,0,0,28.0,70.9,29008,3.1,3.1,22.46,7.43,1,7031,52240.33
H03015,Jul,Monsoon,95,80,84.21,160,14,2,17765,2682,140,140,136,133,40,13,209,570,12,11,27,1,1,1623,26.3,95.0,27520,8.1,10.4,45.08,10.31,0,8842,91161.02
H03016,Apr,Summer,134,81,60.45,243,22,7,31624,6546,204,204,192,199,31,16,301,536,8,4,22,5,0,0,36.1,46.1,33777,1.2,2.8,39.9,6.87,1,10663,73254.81
H03017,Jul,Monsoon,186,183,98.39,549,31,8,34596,6785,480,480,451,465,20,1,599,744,59,10,9,6,0,0,31.0,72.2,96624,3.5,4.9,30.61,9.69,0,11480,111241.2
H03018,May,Summer,281,235,83.63,235,6,4,60134,12626,198,198,190,192,10,22,303,1686,38,12,4,1,1,1221,37.1,42.0,48880,0.0,2.3,51.31,8.34,1,12852,107185.68
H03019,Nov,Autumn,319,306,95.92,306,25,2,69223,12348,267,267,261,256,16,1,364,1914,18,16,15,1,0,0,26.8,63.8,41616,4.0,4.6,28.19,7.72,0,11600,89552.0
H03020,Sep,Monsoon,207,144,69.57,288,6,3,49059,8904,247,247,240,238,35,1,332,828,20,20,25,5,0,0,27.8,80.0,60480,5.7,7.7,27.93,6.7,0,10152,68018.4
H03021,Mar,Summer,382,279,73.04,837,21,7,78310,16732,789,789,743,787,9,24,877,2292,28,15,5,8,0,0,36.8,53.7,124713,7.8,7.8,82.78,7.0,1,22641,158487.0
H03022,Nov,Autumn,251,149,59.36,298,8,3,50702,7783,274,274,267,271,32,9,342,1255,25,7,19,3,0,0,31.2,55.3,63176,0.0,2.0,40.1,7.67,0,11981,91894.27
H03023,Jul,Monsoon,161,161,100.0,161,12,5,35903,5364,155,155,153,152,33,8,225,644,21,16,29,3,1,1677,25.6,76.6,24150,6.3,8.4,23.82,9.27,0,8718,80815.86
H03024,Aug,Monsoon,176,153,86.93,153,26,4,42592,9032,129,129,126,126,24,14,232,704,67,9,18,5,0,0,29.3,87.0,28611,0.0,0.3,52.75,7.48,1,10414,77896.72
H03025,Jan,Winter,367,325,88.56,1300,4,7,91750,18175,1169,1169,1111,1111,22,22,1378,2202,37,14,18,5,0,0,24.1,62.8,206700,0.0,0.5,97.03,6.99,0,26539,185507.61
H03026,May,Summer,257,188,73.15,376,13,2,50886,8123,355,355,341,353,34,2,435,1028,62,10,28,7,1,2969,34.6,49.0,81968,0.7,3.2,26.54,10.23,0,11392,116540.16
H03027,Nov,Autumn,361,285,78.95,570,21,3,73283,13203,546,546,513,520,10,51,624,1805,51,12,27,2,0,0,29.2,65.8,84360,2.7,4.8,116.57,7.01,0,24143,169242.43
H03028,Oct,Autumn,345,278,80.58,278,33,6,63135,13034,265,265,250,260,28,23,328,1035,36,7,23,8,0,0,31.8,52.2,35584,0.3,1.8,53.52,8.55,1,15471,132277.05
H03029,Nov,Autumn,157,132,84.08,132,6,5,32656,4708,127,127,124,121,12,15,190,628,31,17,9,2,1,622,30.1,69.2,16368,0.0,0.4,36.54,10.23,1,8597,87947.31
H03030,Aug,Monsoon,359,324,90.25,1296,5,3,80416,13454,1097,1097,1080,1093,15,6,1326,1077,28,18,26,4,0,0,27.7,71.4,276048,8.7,10.4,56.13,9.47,0,22129,209561.63
H03031,May,Summer,337,190,56.38,380,32,8,81891,16224,365,365,345,353,12,46,456,1348,23,10,26,5,1,3439,37.6,60.0,71060,3.5,4.0,98.03,8.5,1,18918,160803.0
H03032,Jul,Monsoon,233,141,60.52,141,18,7,44736,7687,127,127,123,123,32,33,172,1398,12,10,30,7,1,1809,28.6,92.3,22137,2.4,4.5,70.11,7.55,0,14612,110320.6
H03033,Nov,Autumn,218,119,54.59,357,28,4,46870,10262,345,345,333,342,21,13,388,1090,75,17,28,5,0,0,25.3,57.6,54264,5.1,5.9,43.43,8.65,0,13642,118003.3
H03034,Jun,Monsoon,371,304,81.94,608,9,8,77910,14320,509,509,506,506,22,32,657,1484,43,12,25,2,0,0,24.8,82.4,106400,0.0,1.0,82.85,9.96,1,20888,208044.48
H03035,Nov,Autumn,202,142,70.3,426,16,7,39592,7512,402,402,401,388,31,16,506,1212,43,17,5,3,0,0,29.7,55.9,79662,0.0,2.0,47.61,10.46,0,14091,147391.86
H03036,Nov,Autumn,300,194,64.67,582,26,4,54900,9038,552,552,528,529,9,32,648,1200,47,4,20,3,0,0,31.4,55.4,110580,3.3,5.5,80.44,8.08,0,18973,153301.84
H03037,Mar,Summer,153,126,82.35,126,19,8,34884,5835,105,105,98,100,39,2,198,459,23,9,23,6,0,0,39.7,54.0,26208,2.1,4.7,26.54,10.31,1,7852,80954.12
